success,failure,stuck,success_percent,failure_percent,stuck_percent
117,149,2,0.4366,0.556,0.0075
118,149,2,0.4387,0.5539,0.0074
119,149,1,0.4424,0.5539,0.0037
120,149,0,0.4461,0.5539,0.0
120,149,1,0.4444,0.5519,0.0037
121,149,1,0.4465,0.5498,0.0037
122,149,1,0.4485,0.5478,0.0037
122,150,0,0.4485,0.5515,0.0
123,150,0,0.4505,0.5495,0.0
123,150,1,0.4489,0.5474,0.0036
123,150,2,0.4473,0.5455,0.0073
124,150,1,0.4509,0.5455,0.0036
124,151,0,0.4509,0.5491,0.0
124,152,0,0.4493,0.5507,0.0
125,152,0,0.4513,0.5487,0.0
126,152,0,0.4532,0.5468,0.0
127,152,0,0.4552,0.5448,0.0
127,152,1,0.4536,0.5429,0.0036
128,152,1,0.4555,0.5409,0.0036
129,152,0,0.4591,0.5409,0.0
129,152,1,0.4574,0.539,0.0035
129,152,2,0.4558,0.5371,0.0071
130,152,1,0.4594,0.5371,0.0035
131,152,1,0.4613,0.5352,0.0035
132,152,0,0.4648,0.5352,0.0
132,153,0,0.4632,0.5368,0.0
133,153,0,0.465,0.535,0.0
133,154,0,0.4634,0.5366,0.0
133,154,1,0.4618,0.5347,0.0035
133,154,2,0.4602,0.5329,0.0069
133,155,1,0.4602,0.5363,0.0035
134,155,1,0.4621,0.5345,0.0034
135,155,0,0.4655,0.5345,0.0
136,155,0,0.4674,0.5326,0.0
136,155,1,0.4658,0.5308,0.0034
136,155,2,0.4642,0.529,0.0068
136,156,1,0.4642,0.5324,0.0034
137,156,0,0.4676,0.5324,0.0
137,156,1,0.466,0.5306,0.0034
138,156,0,0.4694,0.5306,0.0
138,157,0,0.4678,0.5322,0.0
139,157,0,0.4696,0.5304,0.0
140,157,0,0.4714,0.5286,0.0
141,157,0,0.4732,0.5268,0.0
142,157,0,0.4749,0.5251,0.0
142,157,1,0.4733,0.5233,0.0033
142,157,2,0.4718,0.5216,0.0066
142,157,3,0.4702,0.5199,0.0099
142,157,4,0.4686,0.5182,0.0132
142,157,5,0.4671,0.5164,0.0164
142,157,6,0.4656,0.5148,0.0197
142,157,7,0.4641,0.5131,0.0229
142,157,8,0.4625,0.5114,0.0261
142,157,9,0.461,0.5097,0.0292
142,157,10,0.4595,0.5081,0.0324
142,157,11,0.4581,0.5065,0.0355
142,157,12,0.4566,0.5048,0.0386
142,157,13,0.4551,0.5032,0.0417
142,157,14,0.4537,0.5016,0.0447
142,158,14,0.4522,0.5032,0.0446
143,158,13,0.4554,0.5032,0.0414
143,159,13,0.454,0.5048,0.0413
144,159,13,0.4557,0.5032,0.0411
144,160,12,0.4557,0.5063,0.038
144,161,11,0.4557,0.5095,0.0348
144,162,10,0.4557,0.5127,0.0316
144,163,9,0.4557,0.5158,0.0285
144,164,8,0.4557,0.519,0.0253
144,165,7,0.4557,0.5222,0.0222
144,166,7,0.4543,0.5237,0.0221
144,167,6,0.4543,0.5268,0.0189
144,168,5,0.4543,0.53,0.0158
144,169,4,0.4543,0.5331,0.0126
144,170,3,0.4543,0.5363,0.0095
144,171,2,0.4543,0.5394,0.0063
144,172,1,0.4543,0.5426,0.0032
144,173,0,0.4543,0.5457,0.0
144,173,1,0.4528,0.544,0.0031
145,173,1,0.4545,0.5423,0.0031
146,173,1,0.4562,0.5406,0.0031
146,174,0,0.4562,0.5438,0.0
146,174,1,0.4548,0.5421,0.0031
146,174,2,0.4534,0.5404,0.0062
147,174,2,0.4551,0.5387,0.0062
148,174,1,0.4582,0.5387,0.0031
148,175,0,0.4582,0.5418,0.0
148,175,1,0.4568,0.5401,0.0031
149,175,0,0.4599,0.5401,0.0
149,175,1,0.4585,0.5385,0.0031
149,175,2,0.4571,0.5368,0.0061
150,175,2,0.4587,0.5352,0.0061
150,176,1,0.4587,0.5382,0.0031
151,176,0,0.4618,0.5382,0.0
152,176,0,0.4634,0.5366,0.0
153,176,0,0.465,0.535,0.0
153,176,1,0.4636,0.5333,0.003
154,176,0,0.4667,0.5333,0.0
155,176,0,0.4683,0.5317,0.0
155,176,1,0.4669,0.5301,0.003
156,176,1,0.4685,0.5285,0.003
156,176,2,0.4671,0.5269,0.006
157,176,1,0.4701,0.5269,0.003
158,176,0,0.4731,0.5269,0.0
158,176,1,0.4716,0.5254,0.003
158,177,0,0.4716,0.5284,0.0
158,177,1,0.4702,0.5268,0.003
158,177,2,0.4688,0.5252,0.0059
158,177,3,0.4675,0.5237,0.0089
158,177,4,0.4661,0.5221,0.0118
158,177,5,0.4647,0.5206,0.0147
158,177,6,0.4633,0.5191,0.0176
159,177,6,0.4649,0.5175,0.0175
160,177,5,0.4678,0.5175,0.0146
161,177,4,0.4708,0.5175,0.0117
162,177,3,0.4737,0.5175,0.0088
162,178,2,0.4737,0.5205,0.0058
162,179,1,0.4737,0.5234,0.0029
163,179,0,0.4766,0.5234,0.0
163,179,1,0.4752,0.5219,0.0029
163,179,2,0.4738,0.5203,0.0058
164,179,2,0.4754,0.5188,0.0058
164,180,1,0.4754,0.5217,0.0029
164,181,0,0.4754,0.5246,0.0
164,181,1,0.474,0.5231,0.0029
164,181,2,0.4726,0.5216,0.0058
164,181,3,0.4713,0.5201,0.0086
165,181,3,0.4728,0.5186,0.0086
