success,failure,stuck,success_percent,failure_percent
163,96,549,0.2017,0.7983
163,96,550,0.2015,0.7985
163,96,551,0.2012,0.7988
163,96,552,0.201,0.799
163,96,553,0.2007,0.7993
163,96,554,0.2005,0.7995
163,96,555,0.2002,0.7998
163,96,556,0.2,0.8
163,96,557,0.1998,0.8002
163,96,558,0.1995,0.8005
163,96,559,0.1993,0.8007
163,96,560,0.199,0.801
163,96,561,0.1988,0.8012
163,96,562,0.1985,0.8015
163,96,563,0.1983,0.8017
163,96,564,0.1981,0.8019
163,96,565,0.1978,0.8022
163,96,566,0.1976,0.8024
163,96,567,0.1973,0.8027
163,96,568,0.1971,0.8029
163,96,569,0.1969,0.8031
163,96,570,0.1966,0.8034
164,96,570,0.1976,0.8024
164,96,571,0.1974,0.8026
164,96,572,0.1971,0.8029
164,96,573,0.1969,0.8031
164,96,574,0.1966,0.8034
164,96,575,0.1964,0.8036
164,96,576,0.1962,0.8038
164,96,577,0.1959,0.8041
164,96,578,0.1957,0.8043
165,96,578,0.1967,0.8033
165,96,579,0.1964,0.8036
165,96,580,0.1962,0.8038
165,96,581,0.196,0.804
165,96,582,0.1957,0.8043
165,96,583,0.1955,0.8045
165,96,584,0.1953,0.8047
165,96,585,0.195,0.805
165,96,586,0.1948,0.8052
165,96,587,0.1946,0.8054
165,96,588,0.1943,0.8057
165,96,589,0.1941,0.8059
165,96,590,0.1939,0.8061
165,96,591,0.1937,0.8063
165,96,592,0.1934,0.8066
165,96,593,0.1932,0.8068
165,96,594,0.193,0.807
165,96,595,0.1928,0.8072
165,96,596,0.1925,0.8075
165,96,597,0.1923,0.8077
165,97,597,0.1921,0.8079
165,97,598,0.1919,0.8081
165,97,599,0.1916,0.8084
165,98,599,0.1914,0.8086
165,98,600,0.1912,0.8088
165,98,601,0.191,0.809
165,98,602,0.1908,0.8092
165,98,603,0.1905,0.8095
166,98,603,0.1915,0.8085
167,98,603,0.1924,0.8076
168,98,603,0.1933,0.8067
168,98,604,0.1931,0.8069
168,98,605,0.1929,0.8071
168,98,606,0.1927,0.8073
168,98,607,0.1924,0.8076
168,98,608,0.1922,0.8078
168,98,609,0.192,0.808
168,99,609,0.1918,0.8082
168,99,610,0.1916,0.8084
168,99,611,0.1913,0.8087
168,100,611,0.1911,0.8089
168,100,612,0.1909,0.8091
168,101,612,0.1907,0.8093
